Name,Total,HP,Attack,Defence,Sp_attack,Sp_defence,Speed,KMeans_Cluster,PCA1,PCA2,Agg_Cluster,DBSCAN_Cluster
Pheromosa,570,71,137,37,137,37,151,1,1.8387150317704675,3.570704871271161,2,-1
Xurkitree,570,83,89,71,173,71,83,1,2.0532866343532428,1.3158889979739892,0,0
Celesteela,570,97,101,103,107,101,61,1,2.15125395303032,-0.7222279736949835,0,0
Kartana,570,59,181,131,59,31,109,2,1.8094739732350678,0.21180765220178707,2,-1
Guzzlord,570,223,101,53,97,53,43,2,2.327162390146653,-0.2739598117456133,0,-1
Necrozma,600,97,107,101,127,89,79,1,2.5599872932959618,0.029842949519341338,2,0
Mega Necrozma,680,97,157,127,113,109,77,1,3.84278257283965,-0.7740123697930092,2,0
Mega Necrozma X,680,97,113,109,157,127,77,1,3.8988476288966103,-0.21483192144223398,2,0
Mega Necrozma X,754,97,167,97,167,97,129,1,4.895378843595763,1.6176463267347363,2,-1
Magearna,600,80,95,115,130,115,65,1,2.607867609692149,-0.714050040673616,2,0
Marshadow,600,90,125,80,90,90,125,1,2.462222303665194,1.1692598885240921,2,0
Poipole,420,67,73,67,73,67,73,2,-0.3224400649698931,0.29207655340438254,0,0
Naganadel,540,73,73,73,127,73,121,1,1.4725718306728606,1.7186414162696257,0,0
Stakataka,570,61,131,211,53,101,13,2,2.100500098813122,-4.245106505528514,0,-1
Blacephalon,570,53,127,53,151,79,107,1,1.9891497366592208,2.0666734091524313,2,-1
Zeraora,600,88,112,75,102,80,143,1,2.400557182065919,1.8746368701525136,2,0
Meltan,300,46,65,65,55,35,34,0,-2.2167152719481664,-0.3921770521997209,1,0
Melmetal,600,135,143,143,80,65,34,1,2.6281918905329786,-2.1301357066137823,0,-1
Grookey,310,50,65,50,40,40,65,0,-2.1027615946348397,0.40745523077810314,1,0
Thwackey,420,70,85,70,55,60,80,2,-0.35298607758562517,0.28875686984384813,0,0
Rillaboom,530,100,125,90,60,70,85,2,1.415110106751055,-0.08114020762709688,0,0
Scorbunny,310,50,71,40,40,40,69,0,-2.101509225854426,0.6953067225778138,1,0
Raboot,420,65,86,60,55,60,94,2,-0.38325691999373956,0.8186480734587829,0,0
Cinderace,530,80,116,75,65,75,119,2,1.3305489772745245,1.0477405327620115,0,0
Sobble,310,50,40,40,70,40,70,0,-2.104001337125715,0.9731840314213258,1,0
Drizzile,420,65,60,55,95,55,90,2,-0.3778562719085373,1.2197319379127947,0,0
Inteleon,530,70,85,65,125,65,120,1,1.3054890119833589,1.9204949688448691,0,0
Skwovet,275,70,55,55,35,35,25,0,-2.546439470194192,-0.6863548928833079,1,0
Greedent,460,120,95,95,55,75,20,2,0.49902417259687093,-1.8563143437517666,0,0
Rookidee,245,38,47,35,33,35,57,0,-3.121901712796081,0.510490539024301,1,0
Corvisquire,365,68,67,55,43,55,77,0,-1.2124866025599037,0.4263925230400398,1,0
Corviknight,495,98,87,105,53,85,67,2,0.9160053471784756,-1.0069917257549106,0,0
Blipbug,180,25,20,20,25,45,45,0,-4.10247643542919,0.37498239014779394,1,0
Dottler,335,50,35,80,50,90,30,0,-1.553700323965407,-1.342395906925708,1,0
Orbeetle,505,60,45,110,80,120,90,2,1.0302099451621427,-0.5389994036912715,0,0
Nickit,245,40,28,28,47,52,50,0,-3.060044234759587,0.4410785368394924,1,0
Thievul,455,70,58,58,87,92,90,2,0.2539454493265839,0.7425309517848767,0,0
Gossifleur,250,40,40,60,40,60,10,0,-2.9016651406287104,-1.2137748878294954,1,0
Eldegoss,460,60,50,90,80,120,60,2,0.41404393848857324,-0.8436522068233687,0,0
Wooloo,270,42,40,55,40,45,48,0,-2.7005993386671747,-0.11902294788446302,1,0
Dubwool,490,72,80,100,60,90,88,2,0.765063123473777,-0.32686463964261353,0,0
Chewtle,284,50,64,50,38,38,44,0,-2.466581133196372,-0.07768817625802378,1,0
Drednaw,485,90,115,90,48,68,74,2,0.7121049427361779,-0.4056643010005105,0,0
Yamper,270,59,45,50,40,50,26,0,-2.607478290030655,-0.6257863132908047,1,0
Boltund,490,69,90,60,90,60,121,2,0.6638680377574618,1.7603169205402378,0,0
Rolycoly,240,30,40,50,40,50,30,0,-3.1319522457305595,-0.4420450439218434,1,0
Carkol,410,80,60,90,60,70,50,2,-0.42581579312388246,-0.8789499206534168,0,0
Coalossal,510,110,80,120,80,90,30,2,1.254580037587736,-1.9790289835493227,0,0
Applin,260,40,40,80,40,40,20,0,-2.830355512144846,-1.188250919412492,1,0
Flapple,485,70,110,80,95,60,70,2,0.6897656763856237,0.26867800600790426,0,0
Appletun,485,110,85,80,100,80,30,2,0.8832114722785249,-0.9360244775544845,0,0
Silicobra,315,52,57,75,35,50,46,0,-1.9817263906364044,-0.6547680639484587,1,0
Sandaconda,510,72,107,125,65,70,71,2,1.0558344140910567,-0.9457162905826951,0,0
Cramorant,475,70,85,55,85,95,85,2,0.5923277123432679,0.6639393680686834,0,0
Arrokuda,280,41,63,40,40,30,66,0,-2.6014343837529665,0.7370536875686309,1,0
Barraskewda,490,61,123,60,60,50,136,2,0.595890305681712,1.9669684500827405,0,0
Toxel,242,40,38,35,54,35,40,0,-3.1246995018817914,0.30285066092942997,1,0
Toxtricity,502,75,98,70,114,70,75,2,0.9845684013052924,0.6376862987216494,0,0
Mega Toxtricity,502,75,98,70,114,70,75,2,0.9845684013052924,0.6376862987216494,0,0
Sizzlipede,305,50,65,45,50,50,45,0,-2.1069394216675685,0.048888525475726356,1,0
Centiskorch,525,100,115,65,90,90,65,2,1.4532153341920842,0.03255422629175948,0,0
Clobbopus,310,50,68,60,50,50,32,0,-2.012357435942641,-0.5329462294675116,1,0
Grapploct,480,80,118,90,70,80,42,2,0.7223534413295841,-1.0038502830946545,0,0
Sinistea,308,40,45,45,74,54,50,0,-2.077437655986009,0.3701100380587029,1,0
Polteageist,508,60,65,65,134,114,70,2,1.1651499516576478,0.43850846602978183,0,0
Hatenna,265,42,30,45,56,53,39,0,-2.730392302388328,-0.06426225404832511,1,0
Hattrem,370,57,40,65,86,73,49,0,-1.0542706763947294,-0.1489014883663116,0,0
Hatterene,510,57,90,95,136,103,29,2,1.2385609957829022,-0.9270296882615889,0,0
Impidimp,265,45,45,30,55,40,50,0,-2.762812051065403,0.5831761452558626,1,0
Morgrem,370,65,60,45,75,55,70,0,-1.1090107570738672,0.7613738492605514,1,0
Grimmsnarl,510,95,120,65,95,75,60,2,1.1911792331747955,0.11813320357461563,0,0
Obstagoon,520,93,90,101,60,81,95,2,1.232307456491135,-0.1661928867126374,0,0
Perrserker,440,70,110,100,50,60,50,2,0.00440224357453887,-0.9967806914207243,0,0
Cursola,510,60,95,50,145,130,30,1,1.344362712693698,-0.20576768942466683,0,-1
Sirfetch'd,507,62,135,95,68,82,65,2,1.0669415296937745,-0.5312948126055888,0,0
Mr. Rime,520,80,85,75,110,100,70,2,1.343289118227081,0.0968415787992502,0,0
Runerigus,483,58,95,145,50,105,30,2,0.7583432959267611,-2.684000921692054,0,0
Milcery,270,45,40,40,50,61,34,0,-2.613181317819658,-0.21206084749934007,1,0
Alcremie,495,65,60,75,110,121,64,2,0.9838583578924817,-0.1992465945535844,0,0
Falinks,470,65,100,100,70,60,75,2,0.4108352348638671,-0.2255519970225118,0,0
Pincurchin,435,48,101,95,91,85,15,2,0.03728093762605034,-1.4751383416540145,0,0
Snom,185,30,25,35,45,30,20,0,-4.001494929126717,-0.1766435371208799,1,0
Frosmoth,475,70,65,60,125,90,65,2,0.6261164794689125,0.5121174703953132,0,0
Stonjourner,470,100,125,135,20,20,70,2,0.3518871735491548,-1.2196241450823953,0,-1
Eiscue,470,75,80,110,65,90,50,2,0.535201123885023,-1.3539982422554242,0,0
Mega Eiscue,470,75,80,70,65,50,130,2,0.30199717551386773,1.6000916979509567,0,0
Indeedee,475,60,65,55,105,95,95,2,0.5539669827372242,1.0976665350813206,0,0
Mega Indeedee,475,70,55,65,95,105,85,2,0.601220529528113,0.45243715122416417,0,0
Morpeko,436,58,95,58,70,58,97,2,-0.148665224743119,1.1163689716908327,0,0
Mega Morpeko,436,58,95,58,70,58,97,2,-0.148665224743119,1.1163689716908327,0,0
Cufant,330,72,80,49,40,49,40,0,-1.6751665324152178,-0.28720910743129996,1,0
Copperajah,500,122,130,69,80,69,30,2,1.127321488771963,-0.8172232212791617,0,0
Dracozolt,505,90,100,90,80,70,75,2,1.0302989185128595,-0.11195752673125967,0,0
Arctozolt,505,90,100,90,90,80,55,2,1.0997250801198302,-0.5657167924314103,0,0
Dracovish,505,90,90,100,70,80,75,2,1.0392064494440723,-0.4939860455643606,0,0
Arctovish,505,90,90,100,80,90,55,2,1.1086326110510427,-0.9477453112645112,0,0
Duraludon,535,70,95,115,120,50,85,2,1.3854026524592429,0.25774351944286855,0,-1
Dreepy,270,28,60,30,40,30,82,0,-2.8059023036051585,1.3358635004773687,1,0
Drakloak,410,68,80,50,60,50,102,2,-0.5661679235663399,1.3129362241929479,0,0
Dragapult,600,88,120,75,100,75,142,1,2.3930123413695967,1.8841290338338443,2,0
Zacian,720,92,170,115,80,115,148,1,4.319351855175745,0.7515188438260643,2,-1
Mega Zacian,670,92,130,115,80,115,138,1,3.552349718359302,0.4850655474116419,2,-1
Zamazenta,720,92,130,145,80,145,128,1,4.3954531903845915,-0.5805343769031514,2,-1
Mega Zamazenta,670,92,130,115,80,115,138,1,3.552349718359302,0.4850655474116419,2,-1
Eternatus,690,140,85,95,145,95,130,1,3.9364418179580043,1.2711867419854692,2,-1
Mega Eternatus,1125,255,115,250,125,250,130,1,11.119145864044484,-3.5894090663779328,2,-1
Kubfu,385,60,90,60,53,50,72,0,-0.9099618447310853,0.4021867505507279,1,0
Urshifu,550,100,130,100,63,60,97,2,1.6709831923690126,0.12548813424657612,0,0
Mega Urshifu,550,100,130,100,63,60,97,2,1.6709831923690126,0.12548813424657612,0,0
Zarude,600,105,120,105,70,95,105,1,2.5142912687140497,-0.05388981093748185,2,0
Regieleki,580,80,100,50,100,50,200,1,1.8999020436163543,3.9227660433588643,2,-1
Regidrago,580,200,100,50,100,50,80,1,2.3600542339324675,0.7643556630702,0,-1
Glastrier,580,100,145,130,65,110,30,2,2.3782619037259916,-2.3948274380123213,0,-1
Spectrier,580,100,65,60,145,80,130,1,2.149028586942097,2.184359732950977,2,0
Calyrex,500,100,80,80,80,80,80,2,0.9835893070958437,0.05383674124896823,0,0
Mega Calyrex,680,100,165,150,85,130,50,1,3.930051811728567,-2.2849252788725147,2,-1
Mega Calyrex X,680,100,85,80,165,100,150,1,3.7008184949446736,2.2942618920907836,2,-1
